,timestamp,open,high,low,close,volume
276,1768806300,1405.3,1406.4,1403.4,1404.8,12488687
277,1768807500,1405.0,1409.0,1404.5,1404.6,13603090
278,1768808700,1404.7,1408.3,1403.9,1407.9,14149809
279,1768809900,1408.1,1412.2,1406.2,1410.9,15813606
280,1768811100,1410.7,1414.5,1410.6,1412.2,16401618
281,1768812300,1412.1,1414.0,1411.4,1413.0,16870010
282,1768813500,1413.2,1416.1,1412.2,1415.5,17421073
283,1768814700,1415.4,1415.6,1413.0,1414.2,18908270
284,1768815900,1414.1,1414.3,1411.9,1413.2,20386608
285,1768880700,1410.7,1415.6,1406.9,1411.2,1071034
286,1768881900,1411.0,1411.0,1403.2,1403.2,1732015
287,1768883100,1403.4,1407.8,1402.3,1406.7,2456361
288,1768884300,1406.8,1408.8,1405.1,1408.7,2781407
289,1768885500,1408.3,1409.9,1405.2,1405.7,3294911
290,1768886700,1405.8,1406.0,1399.6,1399.9,3824220
291,1768887900,1399.7,1401.9,1399.2,1400.4,4195661
292,1768889100,1400.6,1404.5,1400.0,1404.3,4538638
293,1768890300,1404.2,1406.0,1401.1,1402.2,4955376
294,1768891500,1402.3,1405.1,1402.0,1404.2,5204204
295,1768892700,1404.1,1406.8,1403.5,1405.5,5566437
296,1768893900,1405.6,1406.4,1404.1,1404.1,5824923
297,1768895100,1404.2,1406.4,1402.2,1402.2,6133761
298,1768896300,1402.4,1402.4,1399.1,1400.1,6624230
299,1768897500,1400.0,1404.6,1399.6,1404.4,7307946
300,1768898700,1404.5,1407.9,1404.0,1404.7,7844235
301,1768899900,1404.5,1404.9,1399.2,1400.2,8510606
302,1768901100,1400.0,1400.4,1392.2,1393.6,11216770
303,1768902300,1393.7,1394.9,1390.0,1392.4,13185531
304,1768967100,1389.5,1398.0,1385.3,1397.9,1418245
305,1768968300,1397.8,1398.2,1392.1,1393.2,2167719
306,1768969500,1393.0,1394.2,1390.1,1390.6,2595636
307,1768970700,1390.3,1391.1,1380.6,1382.2,3401482
308,1768971900,1382.0,1382.4,1375.0,1375.0,4175838
309,1768973100,1375.3,1386.0,1373.2,1384.0,4922148
310,1768974300,1383.6,1386.9,1383.0,1384.8,5265368
311,1768975500,1384.9,1386.4,1382.0,1385.2,5562544
312,1768976700,1385.1,1392.7,1384.3,1392.5,6017042
313,1768977900,1392.4,1403.8,1391.2,1403.3,6629633
314,1768979100,1403.0,1409.4,1403.0,1408.4,7677833
315,1768980300,1408.5,1412.0,1405.7,1407.8,8529452
316,1768981500,1407.9,1408.5,1404.9,1405.3,9404783
317,1768982700,1405.5,1411.4,1402.7,1408.5,11127206
318,1768983900,1408.4,1410.9,1406.1,1407.5,12030150
319,1768985100,1407.4,1412.7,1401.2,1404.7,12950227
320,1768986300,1404.6,1404.8,1398.5,1398.8,13737951
321,1768987500,1398.9,1405.5,1398.5,1405.3,16020676
322,1768988700,1405.4,1408.4,1405.4,1407.5,17351864
323,1769053500,1410.1,1419.4,1406.9,1418.8,1357627
324,1769054700,1419.0,1419.5,1411.3,1413.8,1922234
325,1769055900,1413.6,1417.0,1411.9,1416.2,2304026
326,1769057100,1416.1,1416.8,1401.4,1406.6,2824148
327,1769058300,1406.7,1407.5,1400.3,1403.1,3315597
328,1769059500,1403.0,1403.0,1398.7,1400.1,3713576
329,1769060700,1400.2,1405.5,1399.7,1402.4,4265692
330,1769061900,1402.2,1403.8,1395.2,1399.4,4961815
331,1769063100,1399.0,1403.2,1397.2,1402.8,5386848
332,1769064300,1403.0,1405.0,1400.0,1403.4,6032102
333,1769065500,1403.3,1406.2,1401.9,1402.5,7487171
334,1769066700,1402.4,1402.5,1398.1,1398.5,8034865
335,1769067900,1398.2,1399.8,1396.1,1399.5,8431856
336,1769069100,1400.0,1402.3,1398.0,1401.8,9286442
337,1769070300,1402.2,1402.8,1398.0,1398.0,9768034
338,1769071500,1398.1,1403.7,1397.6,1403.7,10536144
339,1769072700,1403.3,1404.7,1401.7,1402.5,11358920
340,1769073900,1402.7,1405.0,1399.1,1401.6,13932510
341,1769075100,1401.5,1405.4,1401.4,1404.3,15720440
342,1769139900,1401.8,1407.0,1400.2,1402.2,1079588
343,1769141100,1402.5,1402.9,1399.5,1399.6,1397147
344,1769142300,1400.0,1403.0,1399.1,1402.4,1598435
345,1769143500,1402.2,1403.5,1399.4,1402.8,1828366
346,1769144700,1402.7,1403.4,1400.0,1400.6,2076555
347,1769145900,1400.7,1401.1,1398.6,1399.7,2252855
348,1769147100,1399.6,1400.3,1396.1,1398.5,2438969
349,1769148300,1398.3,1398.5,1387.1,1390.6,2997126
350,1769149500,1390.5,1392.2,1388.2,1388.4,3188048
351,1769150700,1388.5,1391.6,1388.0,1390.5,3411446
352,1769151900,1390.4,1393.9,1389.2,1391.9,3799846
353,1769153100,1391.7,1392.6,1387.7,1390.5,4656565
354,1769154300,1390.4,1390.9,1382.1,1382.9,5190778
355,1769155500,1383.0,1386.2,1381.0,1385.9,5667321
356,1769156700,1385.8,1388.8,1385.5,1387.0,6007345
357,1769157900,1387.1,1390.5,1385.7,1389.2,6662943
358,1769159100,1389.3,1390.4,1386.2,1386.7,7666623
359,1769160300,1387.0,1388.7,1384.3,1384.9,9005705
360,1769161500,1385.0,1387.8,1384.9,1387.0,9835039
